	ActualOutput	Sentence	sentiment
1195	-1	 I 'm happy with my Dell .	-1
1196	1	 : P Fantastic little computer , does everything I had hoped for work\/study\/travel .	1
1197	-1	 Some specifics from my purchase experience were : 1 .	-1
1198	1	 I 'm not a person well read in technology but this is just an absolutely wonderful computer .	-1
1199	-1	 -LRB- I am running OS\/X Lion and I seem to have the current firmware in the display , and the latest drivers on OS\/X Lion -RRB- Compared to the old 15 '' display , it is like watching IMAX in comparison .	-1
1200	1	 its definately an outstanding laptop .	-1
1201	-1	 I also see a difference when surfing the web or using Microsoft Office applications .	-1
1202	-1	 I was dissapointed that Acer was n't more helpful .	-1
1203	1	 The colors are bright , beautiful and clear .	1
1204	-1	 Acer has been awful to deal with , they treat their customers like rubbish , and have a miserable repair facility to match their products .	-1
1205	1	 Not a bad monitor for $ 120 but it 's nothing special .	-1
1206	1	 Just an average user getting good value in this product .	-1
1207	-1	 A piece of advice : Get the new logitech optical USB mouse with the little app-switcher button on it , and assign that extra button to the Expose feature of OS X 10.3 .	-1
1208	-1	 I would not recommend this or any Acer product to anyone except perhaps my ex .	-1
1209	-1	 We use these monitors in the office .	-1
1210	-1	 Others may have better luck , but I have never seen a flat-panel with such horrible viewing angles .	-1
1211	-1	 Some of you may ask how did I gave 4\/5 while having the mentioned disadvantages .	-1
1212	1	 Office Starter Web Cam is also fairly good Light in weight and elegant Cons : I wo n't say anything bad as you are just paying 280 for this net book .	-1
1213	1	 Nice and compact .	1
1214	-1	 PotPlayer is the King of all PC media player .	-1
1215	1	 It worked great and we just pluged it in .	1
1216	-1	 I felt the system was slow so I purchased a 4gb ram from crucell and replaced the standard 2gb that came with the system .	-1
1217	-1	 Display glitches and flashes also occurred .	-1
1218	-1	 Even my SLI 570 's ca n't do that for Crysis , though .	-1
1219	-1	 At least from a work standpoint .	-1
1220	-1	 Of course , they do n't tell you they did nothing .	-1
1221	1	 The memory is not really hard to upgrade .	-1
1222	-1	 One of my monitors recently went south -LRB- quit working -RRB- , and I went looking for a replacement .	-1
1223	-1	 Update : I sent both machines back to Acer .	-1
1224	1	 This really is a laptop in a small form .	1
1225	-1	 To get the cables in , I had to nick bits of the plastic casing on the end of the cable -LRB- and these are the cables that ship in the box with the monitors ! -RRB-	-1
1226	1	 If you have netbook expectations you will be pleasantly surprised by how well this baby runs .	-1
1227	-1	 The package was unblemished and the code worked without any problems .	-1
1228	1	 This machine will change your whole idea of what a laptop should be .	-1
1229	-1	 I am an extremely experienced computer user .	-1
1230	-1	 I came close to ordering the 21 '' Samsung several times but really wanted a WS .	-1
1231	1	 I 've had this monitor for over a year and I absolutely LOVE IT !	1
1232	-1	 My only grips are the incompatibility with XP and the USB hub in the display .	-1
1233	-1	 Let me tell you that the monitor was in PERFECT cosmetic condition .	-1
1234	-1	 I was looking for an upgrade on a monitor .	-1
1235	1	 This computer has an excellent screen size and quality -LRB- for a netbook -RRB- .	1
1236	1	 Otherwise a very decent monitor for its price .	1
1237	-1	 Anyway , why is this a big deal , it 's just a beep ?	-1
1238	1	 Highly recommend getting the Superdrive and the WiFi\/Bluetooth modules .	-1
1239	-1	 Especially when you know you paid less than $ 100 for it !	-1
1240	-1	 The only negative thing about this was the instructions for adjusting the display were not very clear and it took a little time to figure out how to do it .	-1
1241	-1	 I bought mine a few months ago and after just a week I noticed that my eyes felt better at night .	-1
1242	-1	 Very happy with purchase .	-1
1243	1	 I love that it is a tablet - it is so much more convenient than a regular laptop .	-1
1244	-1	 They guided me through some tests and from these concluded that I had a faulty iSight , but to my my enormous surprise said it was covered under my extended AppleCare warranty on my iMac -LRB- even after I told them it was a second hand purchase -RRB- , and promptly sent me a brand new replacement !	-1
1245	-1	 I use a netbook for all of my computing with the exception of tax programming and backup .	-1
1246	-1	 It does just what I need once fully configured : Add 4GB of ram , clean out pre-loaded junkware , and install CCleaner and MS Security Essentials .	-1
1247	1	 Image clarity is great -LRB- I do a lot of work in PhotoShop with 18MB RAW image files and noticed the difference immediately -RRB- .	1
1248	1	 However , you DO get what you pay for in reliable products .	-1
1249	-1	 Searches across the Net come up empty with these guys .	-1
1250	1	 I was looking for portability and good battery life and this product delivers both .	1
1251	1	 This netbook is closer to the notebook powers but still very cheap .	1
1252	-1	 No problems whatsoever .	-1
1253	-1	 Everything is brighter and better defined on it .	-1
1254	1	 Color and contrast are perfect for my needs .	-1
1255	-1	 Very , very satisfied with it .	-1
1256	-1	 What a mistake .	-1
1257	-1	" Since I 've only had the computer for a few weeks I 'll report later on my further experience with the system <aï¿½href=""http://www.amazon.com/gp/product/B001KB21KA/ref=cm_cr_asin_lnk/192-0570718-7655811""> Crucial Technology CT51264BC1067 4 GB 204-pin SODIMM DDR3 PC3-8500 CL = 7 Unbuffered NON-ECC DDR3-1066 1.5 V 512Meg x 64 Memory </a>"	-1
1258	-1	 I purchased this monitor because of budgetary concerns .	-1
1259	-1	 Would n't buy again because of the customer service .	-1
1260	-1	 The stand is by far the most inferior aspect of this monitor .	-1
1261	1	 We like Acer products and this one does n't disappoint .	-1
1262	-1	 The image \* will \* go away if you either leave the monitor off for a while or leave a white area of a window under that part of the screen - but it takes time .	-1
1263	1	 Pros : Competitive Cost Win 7 Home premium HDMI port -LRB- I could watch the Amazon instant videos on my HDTV and its delivering great .	1
1264	-1	 I ca n't go back to using anything else at all .	-1
1265	-1	 I was waiting for lower pricess , faster respons time & wide screen monitor .	-1
1266	-1	 Two thumbs down .	-1
1267	1	 It 's very light-weight , which is why I use this more than my Alienware .	-1
1268	1	 Monitor was easy to set up and works as promised with my newly acquired NVIDIA glasses .	1
1269	-1	 I would imagine the cost will go upto 200 bucks one day and then it will be unbeatable deal .	-1
1270	1	 I think the real reason that made the changes is that it now uses GPU hardware acceleration .	-1
1271	-1	 I 'm not very happy with this machine or Acer .	-1
1272	-1	 Did not have a ring around it like other reviews stated .	-1
